category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Action Games,"22 Apr, 2024",Thomas K. Young,Dadish 3D,win,None,Very Positive,73,"3D,Platformer,Puzzle,Platformer,Platformer,3D,Cute,Third,Person,Action,Funny,Controller,Cartoony,Colorful,Pixel,Graphics,Adventure,Stylized,Cartoon,1990's,Retro,Singleplayer,Indie"
Action Games/Siactro Franchise,"9 Apr, 2021",Siactro,Toree 3D,win,None,Overwhelmingly Positive,1371,"3D,Platformer,Platformer,Cute,3D,Horror,Colorful,Exploration,Precision,Platformer,Action-Adventure,3D,Vision,Third,Person,Psychological,Horror,Surreal,Controller,Action,Linear,Cartoony,Anime,Pixel,Graphics,Stylized"
Simulation Games,"30 Nov, 2017",Khor Chin Heong,Disassembly 3D,win,"161,98zł",Very Positive,293,"Simulation,Indie,Realistic,Destruction,Physics,Puzzle,Sandbox,Action,Building,Hidden,Object,Shooter,Bullet,Hell,Flight,Shoot,'Em,Up,3D,Relaxing,Transportation,Bullet,Time,Driving,Vehicular,Combat"
Indie Games,Coming soon,tiotizo.com,Ahorcado 3D - Hangedman 3D,win,None,,,"Casual,Word,Game,Spelling,3D,Atmospheric,Text-Based,Local,Multiplayer,Indie,Singleplayer,Board,Game"
Action Games,"7 Mar, 2025","Mika Mobile, Inc.",Zombieville USA 3D,win,None,Overwhelmingly Positive,1604,"Arcade,Action,Top-Down,Shooter,Action,Roguelike,Shooter,Roguelite,Co-op,Zombies,Isometric,Old,School,Funny,PvE,Character,Customization,3D,Dark,Humor,Casual,Cartoony,Stylized,Comedy,Controller"
Action Games/Wolfenstein Franchise,"3 Aug, 1994",id Software,Wolfenstein 3D,win,None,Very Positive,3347,"FPS,Retro,World,War,II,Action,1990's,Singleplayer,Old,School,First-Person,Shooter,Pixel,Graphics,2.5D,Classic,Moddable,Gore,Difficult,War,Nostalgia,Adventure,Cult,Classic,Boomer,Shooter"
Action Games,"2 Apr, 2024",Cubic Games Studio,Pixel Gun 3D: PC Edition,"win,mac","128,78zł",Mixed,37875,"PvP,Pixel,Graphics,Multiplayer,Shooter,FPS,Action,Character,Customization,Combat,First-Person,Battle,Royale,Arena,Shooter,Singleplayer,Third-Person,Shooter,Hero,Shooter,Adventure,Sniper,Lore-Rich,Colorful,Free,to,Play,Voxel"
Indie Games,"6 Nov, 2019",Oblom studio,D3D INSIDE,win,"285,95zł",Positive,44,"Action,Adventure,Indie,Shooter,Minimalist,Singleplayer,First-Person,Retro,Casual,FPS"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 100 Magic Stones of Sacred Light B,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 20 Magic Stones of Sacred Light C,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 11 Magic Stones of Sacred Light D,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 11 Magic Stones of Sacred Light B,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 20 Magic Stones of Sacred Light B,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 40 Magic Stones of Sacred Light E,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 40 Magic Stones of Sacred Light B,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 40 Magic Stones of Sacred Light D,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 11 Magic Stones of Sacred Light E,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 100 Magic Stones of Sacred Light E,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 20 Magic Stones of Sacred Light D,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 40 Magic Stones of Sacred Light C,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 11 Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 100 Magic Stones of Sacred Light D,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 5 Magic Stones of Sacred Light B,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 20 Magic Stones of Sacred Light E,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 5 Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 20 Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - Infinite Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 100 Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games,"13 Mar, 2020",Undead Labs,State of Decay 2: Juggernaut Edition,win,"26,99zł",Very Positive,52307,"Survival,Open,World,Zombies,Base,Building,Multiplayer,Co-op,Online,Co-Op,Post-apocalyptic,Simulation,Action,RPG,Sandbox,Third,Person,Singleplayer,Gore,Horror,Perma,Death,Violent,Replay,Value,Atmospheric"
Action Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - 40 Magic Stones of Sacred Light,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Strategy Games/THQ Nordic Official Franchise,"28 Nov, 2023",Ashborne Games,Last Train Home,win,"92,49zł",Very Positive,3641,"Strategy,Real,Time,Tactics,RTS,Trains,Historical,Singleplayer,Choices,Matter,3D,War,World,War,I,Survival,Wargame,Unforgiving,Management,Atmospheric,Base,Building,Realistic,Tactical,Isometric,Multiple,Endings"
Adventure Games,"28 Jun, 2023",MINTROCKET,DAVE THE DIVER,"win,mac","111,58zł",Overwhelmingly Positive,115633,"Pixel,Graphics,Casual,Management,Adventure,Relaxing,Exploration,RPG,Fishing,Underwater,Simulation,Singleplayer,Farming,Sim,Roguelite,Story,Rich,2D,Crafting,Funny,Agriculture,Action,Indie"
Adventure Games/Annapurna Interactive Franchise,"11 Mar, 2025",Ivy Road,Wanderstop,win,"59,99zł",Very Positive,1468,"Adventure,Simulation,Farming,Sim,Life,Sim,Cozy,3D,Colorful,Story,Rich,Narrative,Indie,Third,Person,Crafting,Fantasy,Singleplayer,Female,Protagonist,Management,Music,Psychological,Horror,Cooking,LGBTQ+"
Strategy Games/Total War Official Franchise,"28 Sep, 2017",CREATIVE ASSEMBLYFeral Interactive (Mac)Feral Interactive (Linux),Total War: WARHAMMER II,"win,mac,linux",None,Very Positive,84143,"Strategy,Fantasy,Turn-Based,Strategy,RTS,Grand,Strategy,War,Multiplayer,Games,Workshop,Action,Turn-Based,Singleplayer,Dark,Fantasy,Co-op,Tactical,Real,Time,Tactics,Story,Rich,Atmospheric,Dwarf,Dinosaurs,Great,Soundtrack"
RPG Games,"5 Jul, 2016",Playata GmbH,Hero Zero - Multiplayer RPG,win,None,Very Positive,3688,"Free,to,Play,RPG,Casual,Adventure,Massively,Multiplayer,Indie,Strategy,Superhero,Multiplayer,Funny,Clicker,Horror,Illuminati,Survival,2D,Open,World,Online,Co-Op,Singleplayer,Action-Adventure,Action,RPG"
Strategy Games/Proxy Studios Franchise,"8 Nov, 2024",Proxy Studios,ZEPHON,"win,linux","79,99zł",Very Positive,1124,"Strategy,Turn-Based,Tactical,4X,Multiplayer,Sandbox,Lovecraftian,Co-op,Procedural,Generation,Sci-fi,RPG,Turn-Based,Combat,Turn-Based,Strategy,Turn-Based,Tactics,Grand,Strategy,Post-apocalyptic,Horror,Cyberpunk,Simulation,Base,Building"
Action Games,2025,Obsidian Entertainment,The Outer Worlds 2,win,None,,,"RPG,Action,RPG,Exploration,Open,World,First-Person,Singleplayer,Adventure,Action,LGBTQ+,Political"
Action Games,"28 May, 2024",RedCandleGames,Nine Sols,"win,mac","384,25zł",Overwhelmingly Positive,24095,"Metroidvania,Souls-like,Difficult,Action,Platformer,2D,Hand-drawn,Atmospheric,Adventure,Cats,Story,Rich,Indie,Dark,Fantasy,Gore,Sci-fi,Mythology,Singleplayer,Martial,Arts,Action-Adventure,Comic,Book"
Adventure Games/PlayStation Studios™ Franchise,"19 Oct, 2022",Naughty Dog LLCIron Galaxy Studios,UNCHARTED™: Legacy of Thieves Collection,win,None,Very Positive,18790,"Adventure,Action-Adventure,Story,Rich,Singleplayer,Third,Person,Third-Person,Shooter,Puzzle,Multiplayer,Action,Exploration,Shooter,Controller,Cinematic,Parkour,Stealth,Atmospheric,Female,Protagonist,Combat,Platformer,Funny"
Action Games/Rockstar Games Franchise,"29 Oct, 2024",Rockstar GamesDouble Eleven,Red Dead Redemption,win,"422,01zł",Very Positive,9099,"Open,World,Western,Story,Rich,Singleplayer,Action,Zombies,Action-Adventure,Third-Person,Shooter,Atmospheric,Great,Soundtrack,Adventure,3D,Shooter,Third,Person,Narration,Sexual,Content,Classic,Blood,Gore,Nudity"
Indie Games,"1 Aug, 2017",Hinterland Studio Inc.,The Long Dark,"win,mac,linux","183,95zł",Very Positive,97300,"Survival,Open,World,Survival,Craft,Open,World,Exploration,Atmospheric,Singleplayer,First-Person,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking,Simulator,Survival,Horror,Strategy,Difficult,Co-op,Action,Early,Access"
Free To Play Games,"28 Apr, 2025",Infold Games,Infinity Nikki,win,None,Mixed,4031,"Open,World,Co-op,RPG,Simulation,Fantasy,Action,Character,Customization,Lore-Rich,JRPG,Action,RPG,Adventure,Post-apocalyptic,Turn-Based,Combat,Narration,Dark,Fantasy,Realistic,Exploration,3D,Story,Rich,Female,Protagonist"
RPG Games/DECK13 Interactive Franchise,"15 Oct, 2024",Just2D,Drova - Forsaken Kin,"win,mac,linux",None,Overwhelmingly Positive,6504,"RPG,Exploration,Action,RPG,2D,Character,Customization,Pixel,Graphics,CRPG,Souls-like,Open,World,Choices,Matter,Dark,Fantasy,Action,Story,Rich,Dynamic,Narration,Fantasy,Magic,Singleplayer,Mystery,Adventure,Atmospheric"
Strategy Games/Age of Empires Franchise Franchise/Age of Empires II: Definitive Edition/Downloadable Content,"6 May, 2025",World's EdgeForgotten EmpiresTantalus MediaWicked Witch,Age of Empires II: DE - The Three Kingdoms,win,"67,15zł",,,Strategy
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",juan_poder_azure,Hack And Slash Fury - Manga Waifu Advanced Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"10 Mar, 2025",juan_poder_azure,Hack and Slash Fury - Unlock All Cinematics and Stages,win,None,,,"Hack,and,Slash,3D,Fighter,Spectacle,fighter,Souls-like,Swordplay,Cinematic,Violent,Gore,Story,Rich,Medieval,Dark,Fantasy,Combat,3D,Third,Person,Action,Action-Adventure,Adventure,Indie,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Cat Fire Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"30 Apr, 2025",juan_poder_azure,Hack and Slash Fury - Unlock All Armors and Suits,win,None,,,"Hack,and,Slash,3D,Fighter,Spectacle,fighter,Souls-like,Swordplay,Cinematic,Story,Rich,Medieval,Dark,Fantasy,Action,Combat,3D,Third,Person,Adventure,Action-Adventure,Indie,Singleplayer,Anime,Retro,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Dark Girl Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Red Girl Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Gold Warriors Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Manga Waifu Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Adventure Games/Black Tabby Games Franchise,"23 Oct, 2023",Black Tabby Games,Slay the Princess — The Pristine Cut,"win,mac,linux","51,75zł",Overwhelmingly Positive,21939,"Visual,Novel,Choices,Matter,Psychological,Horror,Horror,Choose,Your,Own,Adventure,Story,Rich,CRPG,Lore-Rich,Point,&,Click,Simulation,First-Person,Hand-drawn,Romance,Interactive,Fiction,Dating,Sim,Singleplayer,Adventure,Comic,Book,RPG,Dark,Humor"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Soldiers Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"26 Mar, 2025",juan_poder_azure,Hack and Slash Fury - Bribe Hidalgo,win,None,,,"Hack,and,Slash,3D,Fighter,Spectacle,fighter,Souls-like,Swordplay,Cinematic,Violent,Gore,Story,Rich,Medieval,Dark,Fantasy,Combat,3D,Third,Person,Action,Action-Adventure,Adventure,Indie,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Mystic Girl Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Sorcerer Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Fighter Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Action Games/Hack and Slash Fury/Downloadable Content,"16 Mar, 2025",juan_poder_azure,Hack and Slash Fury - Developer Secrets,win,None,1 user reviews,1,"Hack,and,Slash,3D,Fighter,Spectacle,fighter,Souls-like,Swordplay,Cinematic,Violent,Gore,Story,Rich,Medieval,Dark,Fantasy,Combat,3D,Third,Person,Action,Action-Adventure,Adventure,Indie,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Dinosaur Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Car Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
Free To Play Games/Hack and Slash Fury/Downloadable Content,"5 Mar, 2025",,Hack And Slash Fury - Minotaur Armor,win,None,,,"Action,Adventure,Hack,and,Slash,Cinematic,Story,Rich,Gore,Violent,Action-Adventure,Swordplay,Indie,Third,Person,First-Person,Combat,Old,School,Dark,Fantasy,Fantasy,Superhero,3D,Singleplayer,Free,to,Play"
